date;year;month;prod_brand;category;subcategory;tags; prod_unit_price ;prod_units
9/07/2019;2019;7;DUX;Supermercado;Pasabocas;Galletas saladas;3490,00;Unidades
9/07/2019;2019;7;CLUB SOCIAL;Supermercado;Pasabocas;Galletas saladas;3990,00;Unidades
9/07/2019;2019;7;CLUB SOCIAL;Supermercado;Pasabocas;Galletas saladas;4090,00;Unidades
9/07/2019;2019;7;CLUB SOCIAL;Supermercado;Pasabocas;Galletas saladas;4190,00;Unidades
9/07/2019;2019;7;CLUB SOCIAL;Supermercado;Pasabocas;Galletas saladas;4190,00;Unidades
9/07/2019;2019;7;CLUB SOCIAL;Supermercado;Pasabocas;Galletas saladas;4190,00;Unidades
9/07/2019;2019;7;SANTIVERI;Supermercado;Pasabocas;Galletas saladas;7790,00;Unidades
9/07/2019;2019;7;RITZ;Supermercado;Pasabocas;Galletas saladas;3890,00;Unidades
9/07/2019;2019;7;RITZ;Supermercado;Pasabocas;Galletas saladas;6190,00;Unidades
9/07/2019;2019;7;RITZ;Supermercado;Pasabocas;Galletas saladas;1950,00;Unidades
9/07/2019;2019;7;SALTINAS;Supermercado;Pasabocas;Galletas saladas;6590,00;Unidades
9/07/2019;2019;7;CLUB SOCIAL;Supermercado;Pasabocas;Galletas saladas;5590,00;Unidades
9/07/2019;2019;7;CLUB SOCIAL;Supermercado;Pasabocas;Galletas saladas;5590,00;Unidades
9/07/2019;2019;7;SCHAR;Supermercado;Pasabocas;Galletas saladas;17990,00;Unidades
9/07/2019;2019;7;CRAKENAS;Supermercado;Pasabocas;Galletas saladas;3590,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas saladas;4490,00;Unidades
9/07/2019;2019;7;DUCALES;Supermercado;Pasabocas;Galletas saladas;3890,00;Unidades
9/07/2019;2019;7;DUCALES;Supermercado;Pasabocas;Galletas saladas;8390,00;Unidades
9/07/2019;2019;7;NOEL;Supermercado;Pasabocas;Galletas saladas;4490,00;Unidades
9/07/2019;2019;7;DUX;Supermercado;Pasabocas;Galletas saladas;3490,00;Unidades
9/07/2019;2019;7;SALTIN NOEL;Supermercado;Pasabocas;Galletas saladas;4590,00;Unidades
9/07/2019;2019;7;SALTINAS;Supermercado;Pasabocas;Galletas saladas;6590,00;Unidades
9/07/2019;2019;7;SALTINAS;Supermercado;Pasabocas;Galletas saladas;4690,00;Unidades
9/07/2019;2019;7;SALTIN NOEL;Supermercado;Pasabocas;Galletas saladas;4590,00;Unidades
9/07/2019;2019;7;CRAKENAS;Supermercado;Pasabocas;Galletas saladas;4190,00;Unidades
9/07/2019;2019;7;SALTIN NOEL;Supermercado;Pasabocas;Galletas saladas;5390,00;Unidades
9/07/2019;2019;7;SALTIN NOEL;Supermercado;Pasabocas;Galletas saladas;4190,00;Unidades
9/07/2019;2019;7;SALTIN NOEL;Supermercado;Pasabocas;Galletas saladas;4590,00;Unidades
9/07/2019;2019;7;SALTINAS;Supermercado;Pasabocas;Galletas saladas;9990,00;Unidades
9/07/2019;2019;7;SALTINAS;Supermercado;Pasabocas;Galletas saladas;3790,00;Unidades
9/07/2019;2019;7;SALTINAS;Supermercado;Pasabocas;Galletas saladas;4990,00;Unidades
9/07/2019;2019;7;SULTANA;Supermercado;Pasabocas;Galletas saladas;6390,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas saladas;12390,00;Unidades
9/07/2019;2019;7;BARILLA;Supermercado;Pasabocas;Galletas saladas;4990,00;Unidades
9/07/2019;2019;7;SUNBITES;Supermercado;Pasabocas;Galletas saladas;9790,00;Unidades
9/07/2019;2019;7;NOEL;Supermercado;Pasabocas;Galletas saladas;3990,00;Unidades
9/07/2019;2019;7;SANTIVERI;Supermercado;Pasabocas;Galletas saladas;10990,00;Unidades
9/07/2019;2019;7;SANTIVERI;Supermercado;Pasabocas;Galletas saladas;10390,00;Unidades
9/07/2019;2019;7;SANTIVERI;Supermercado;Pasabocas;Galletas saladas;10390,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;3990,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;3990,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;3190,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;3590,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;2690,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;2890,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;4090,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;3990,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;3290,00;Unidades
9/07/2019;2019;7;PLANET POP;Supermercado;Pasabocas;Pasabocas para microondas;2790,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;5100,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;7170,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;4760,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;7960,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;9570,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;3820,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;12200,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;13450,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;3490,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dietéticas y saludables;4590,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dietéticas y saludables;5150,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dietéticas y saludables;8790,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;5190,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dietéticas y saludables;3590,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;4690,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;10590,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dietéticas y saludables;5390,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dietéticas y saludables;10390,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dietéticas y saludables;5390,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dietéticas y saludables;9590,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;4990,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;6990,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;10990,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;11990,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;9790,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;6380,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;11390,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;14990,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;11390,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;7790,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;3590,00;Unidades
9/07/2019;2019;7;NOGLUT;Supermercado;Pasabocas;Galletas dietéticas y saludables;8790,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;4790,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;5990,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dietéticas y saludables;5390,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dietéticas y saludables;5390,00;Unidades
9/07/2019;2019;7;FITNESS;Supermercado;Pasabocas;Galletas dietéticas y saludables;4390,00;Unidades
9/07/2019;2019;7;FITNESS;Supermercado;Pasabocas;Galletas dietéticas y saludables;3490,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;10390,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dietéticas y saludables;4190,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;5190,00;Unidades
9/07/2019;2019;7;FITNESS;Supermercado;Pasabocas;Galletas dietéticas y saludables;4590,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;8990,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;10390,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;7390,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;7590,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;11390,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;13990,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;9790,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;7590,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;3990,00;Unidades
9/07/2019;2019;7;SALTIN NOEL;Supermercado;Pasabocas;Galletas dietéticas y saludables;4890,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;5190,00;Unidades
9/07/2019;2019;7;NOGLUT;Supermercado;Pasabocas;Galletas dietéticas y saludables;15590,00;Unidades
9/07/2019;2019;7;FITNESS;Supermercado;Pasabocas;Galletas dietéticas y saludables;4990,00;Unidades
9/07/2019;2019;7;FITNESS;Supermercado;Pasabocas;Galletas dietéticas y saludables;4690,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dietéticas y saludables;5190,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;4890,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;8090,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;8290,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;5090,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;7190,00;Unidades
9/07/2019;2019;7;SANTIVERI;Supermercado;Pasabocas;Galletas dietéticas y saludables;10390,00;Unidades
9/07/2019;2019;7;GULLON;Supermercado;Pasabocas;Galletas dietéticas y saludables;8790,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;7590,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;7590,00;Unidades
9/07/2019;2019;7;QUINOACLUB;Supermercado;Pasabocas;Galletas dietéticas y saludables;7590,00;Unidades
9/07/2019;2019;7;LA ABEJA DORADA;Supermercado;Pasabocas;Mermelada y Cremas de untar;9330,00;Unidades
9/07/2019;2019;7;FLOR DEL MONTE;Supermercado;Pasabocas;Mermelada y Cremas de untar;19250,00;Unidades
9/07/2019;2019;7;NUTELLA;Supermercado;Pasabocas;Mermelada y Cremas de untar;13520,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Pasabocas;Mermelada y Cremas de untar;3070,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;18100,00;Unidades
9/07/2019;2019;7;DIETY;Supermercado;Pasabocas;Mermelada y Cremas de untar;8930,00;Unidades
9/07/2019;2019;7;FLOR DEL MONTE;Supermercado;Pasabocas;Mermelada y Cremas de untar;21050,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;3320,00;Unidades
9/07/2019;2019;7;DIETY;Supermercado;Pasabocas;Mermelada y Cremas de untar;8930,00;Unidades
9/07/2019;2019;7;HERO;Supermercado;Pasabocas;Mermelada y Cremas de untar;14650,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Pasabocas;Mermelada y Cremas de untar;8220,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;18100,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Pasabocas;Mermelada y Cremas de untar;3070,00;Unidades
9/07/2019;2019;7;DIETY;Supermercado;Pasabocas;Mermelada y Cremas de untar;11950,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;18100,00;Unidades
9/07/2019;2019;7;NUTELLA;Supermercado;Pasabocas;Mermelada y Cremas de untar;10760,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;18100,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;18100,00;Unidades
9/07/2019;2019;7;A1-Integracion;Supermercado;Pasabocas;Mermelada y Cremas de untar;14290,00;Unidades
9/07/2019;2019;7;A1-Integracion;Supermercado;Pasabocas;Mermelada y Cremas de untar;12890,00;Unidades
9/07/2019;2019;7;MANITOBA;Supermercado;Pasabocas;Mermelada y Cremas de untar;12390,00;Unidades
9/07/2019;2019;7;MANITOBA;Supermercado;Pasabocas;Mermelada y Cremas de untar;10390,00;Unidades
9/07/2019;2019;7;JET;Supermercado;Pasabocas;Mermelada y Cremas de untar;9990,00;Unidades
9/07/2019;2019;7;JBO MP;Supermercado;Pasabocas;Mermelada y Cremas de untar;7390,00;Unidades
9/07/2019;2019;7;JBO MP;Supermercado;Pasabocas;Mermelada y Cremas de untar;7390,00;Unidades
9/07/2019;2019;7;PATAGONIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;14990,00;Unidades
9/07/2019;2019;7;COOKIE NOTTI;Supermercado;Pasabocas;Mermelada y Cremas de untar;13990,00;Unidades
9/07/2019;2019;7;COOKIE NOTTI;Supermercado;Pasabocas;Mermelada y Cremas de untar;13990,00;Unidades
9/07/2019;2019;7;PENOTTI;Supermercado;Pasabocas;Mermelada y Cremas de untar;13990,00;Unidades
9/07/2019;2019;7;ALGOOD;Supermercado;Pasabocas;Mermelada y Cremas de untar;13990,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;12990,00;Unidades
9/07/2019;2019;7;PATAGONIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;14990,00;Unidades
9/07/2019;2019;7;FRUCO;Supermercado;Pasabocas;Mermelada y Cremas de untar;7990,00;Unidades
9/07/2019;2019;7;DIETY;Supermercado;Pasabocas;Mermelada y Cremas de untar;10390,00;Unidades
9/07/2019;2019;7;DIETY;Supermercado;Pasabocas;Mermelada y Cremas de untar;10390,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;3290,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Mermelada y Cremas de untar;3390,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;2990,00;Unidades
9/07/2019;2019;7;PATAGONIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;14990,00;Unidades
9/07/2019;2019;7;LA CONSTANCIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;3890,00;Unidades
9/07/2019;2019;7;HELIOS;Supermercado;Pasabocas;Mermelada y Cremas de untar;8590,00;Unidades
9/07/2019;2019;7;HERO;Supermercado;Pasabocas;Mermelada y Cremas de untar;15590,00;Unidades
9/07/2019;2019;7;KLIN;Supermercado;Pasabocas;Mermelada y Cremas de untar;14990,00;Unidades
9/07/2019;2019;7;LA CAMPAGNOLA;Supermercado;Pasabocas;Mermelada y Cremas de untar;14990,00;Unidades
9/07/2019;2019;7;LA CAMPAGNOLA;Supermercado;Pasabocas;Mermelada y Cremas de untar;14990,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;16990,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Pasabocas;Mermelada y Cremas de untar;3490,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Pasabocas;Mermelada y Cremas de untar;3490,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Pasabocas;Mermelada y Cremas de untar;3490,00;Unidades
9/07/2019;2019;7;SAN JORGE;Supermercado;Pasabocas;Mermelada y Cremas de untar;3490,00;Unidades
9/07/2019;2019;7;SCHWARTAU;Supermercado;Pasabocas;Mermelada y Cremas de untar;11990,00;Unidades
9/07/2019;2019;7;SCHWARTAU;Supermercado;Pasabocas;Mermelada y Cremas de untar;11990,00;Unidades
9/07/2019;2019;7;SCHWARTAU;Supermercado;Pasabocas;Mermelada y Cremas de untar;11990,00;Unidades
9/07/2019;2019;7;SCHWARTAU;Supermercado;Pasabocas;Mermelada y Cremas de untar;11990,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;16990,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;16990,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;16590,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;16990,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;16990,00;Unidades
9/07/2019;2019;7;ST.DALFOUR;Supermercado;Pasabocas;Mermelada y Cremas de untar;16590,00;Unidades
9/07/2019;2019;7;PATAGONIA;Supermercado;Pasabocas;Mermelada y Cremas de untar;14990,00;Unidades
9/07/2019;2019;7;LA ABEJA DORADA;Supermercado;Pasabocas;Mermelada y Cremas de untar;9790,00;Unidades
9/07/2019;2019;7;LA ABEJA DORADA;Supermercado;Pasabocas;Mermelada y Cremas de untar;16590,00;Unidades
9/07/2019;2019;7;FLOR DEL MONTE;Supermercado;Pasabocas;Mermelada y Cremas de untar;21590,00;Unidades
9/07/2019;2019;7;LA ABEJA DORADA;Supermercado;Pasabocas;Mermelada y Cremas de untar;9790,00;Unidades
9/07/2019;2019;7;LA ABEJA DORADA;Supermercado;Pasabocas;Mermelada y Cremas de untar;5390,00;Unidades
9/07/2019;2019;7;FLOR DEL MONTE;Supermercado;Pasabocas;Mermelada y Cremas de untar;16990,00;Unidades
9/07/2019;2019;7;LA ABEJA DORADA;Supermercado;Pasabocas;Mermelada y Cremas de untar;15590,00;Unidades
9/07/2019;2019;7;LOK;Supermercado;Pasabocas;Mermelada y Cremas de untar;17990,00;Unidades
9/07/2019;2019;7;LOK;Supermercado;Pasabocas;Mermelada y Cremas de untar;17990,00;Unidades
9/07/2019;2019;7;LOK;Supermercado;Pasabocas;Mermelada y Cremas de untar;17990,00;Unidades
9/07/2019;2019;7;NUTELLA;Supermercado;Pasabocas;Mermelada y Cremas de untar;12390,00;Unidades
9/07/2019;2019;7;NUTELLA;Supermercado;Pasabocas;Mermelada y Cremas de untar;32990,00;Unidades
9/07/2019;2019;7;NUTELLA;Supermercado;Pasabocas;Mermelada y Cremas de untar;11390,00;Unidades
9/07/2019;2019;7;LA ABEJA DORADA;Supermercado;Pasabocas;Mermelada y Cremas de untar;11590,00;Unidades
9/07/2019;2019;7;A1-Integracion;Supermercado;Pasabocas;Mermelada y Cremas de untar;6290,00;Unidades
9/07/2019;2019;7;NOEL;Supermercado;Pasabocas;Galletas dulces;3260,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;6700,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;6720,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;6720,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;6720,00;Unidades
9/07/2019;2019;7;CHOKIS;Supermercado;Pasabocas;Galletas dulces;6800,00;Unidades
9/07/2019;2019;7;CHOKIS;Supermercado;Pasabocas;Galletas dulces;6800,00;Unidades
9/07/2019;2019;7;PIRULIN;Supermercado;Pasabocas;Galletas dulces;16100,00;Unidades
9/07/2019;2019;7;KURABIE;Supermercado;Pasabocas;Galletas dulces;3250,00;Unidades
9/07/2019;2019;7;RAMO;Supermercado;Pasabocas;Galletas dulces;5570,00;Unidades
9/07/2019;2019;7;CHOKIS;Supermercado;Pasabocas;Galletas dulces;7420,00;Unidades
9/07/2019;2019;7;RAMO;Supermercado;Pasabocas;Galletas dulces;5570,00;Unidades
9/07/2019;2019;7;COCONUTIES;Supermercado;Pasabocas;Galletas dulces;13690,00;Unidades
9/07/2019;2019;7;COCONUTIES;Supermercado;Pasabocas;Galletas dulces;13690,00;Unidades
9/07/2019;2019;7;KINDER;Supermercado;Pasabocas;Galletas dulces;4490,00;Unidades
9/07/2019;2019;7;PEPERO;Supermercado;Pasabocas;Galletas dulces;6390,00;Unidades
9/07/2019;2019;7;GRECO;Supermercado;Pasabocas;Galletas dulces;6790,00;Unidades
9/07/2019;2019;7;BARILLA;Supermercado;Pasabocas;Galletas dulces;6990,00;Unidades
9/07/2019;2019;7;BARILLA;Supermercado;Pasabocas;Galletas dulces;6990,00;Unidades
9/07/2019;2019;7;BAUDUCCO;Supermercado;Pasabocas;Galletas dulces;3890,00;Unidades
9/07/2019;2019;7;BAUDUCCO;Supermercado;Pasabocas;Galletas dulces;3890,00;Unidades
9/07/2019;2019;7;BAUDUCCO;Supermercado;Pasabocas;Galletas dulces;3590,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;4290,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;3890,00;Unidades
9/07/2019;2019;7;CHIPS AHOY;Supermercado;Pasabocas;Galletas dulces;1590,00;Unidades
9/07/2019;2019;7;CHOKIS;Supermercado;Pasabocas;Galletas dulces;4890,00;Unidades
9/07/2019;2019;7;FESTIVAL;Supermercado;Pasabocas;Galletas dulces;3890,00;Unidades
9/07/2019;2019;7;CHOKIS;Supermercado;Pasabocas;Galletas dulces;6390,00;Unidades
9/07/2019;2019;7;NESTLE;Supermercado;Pasabocas;Galletas dulces;7590,00;Unidades
9/07/2019;2019;7;NESTLE;Supermercado;Pasabocas;Galletas dulces;1090,00;Unidades
9/07/2019;2019;7;NESTLE;Supermercado;Pasabocas;Galletas dulces;6190,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;5390,00;Unidades
9/07/2019;2019;7;FESTIVAL;Supermercado;Pasabocas;Galletas dulces;5280,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;2690,00;Unidades
9/07/2019;2019;7;NOEL;Supermercado;Pasabocas;Galletas dulces;5280,00;Unidades
9/07/2019;2019;7;FESTIVAL;Supermercado;Pasabocas;Galletas dulces;7190,00;Unidades
9/07/2019;2019;7;FESTIVAL;Supermercado;Pasabocas;Galletas dulces;5280,00;Unidades
9/07/2019;2019;7;CHOKIS;Supermercado;Pasabocas;Galletas dulces;6590,00;Unidades
9/07/2019;2019;7;GAMESA;Supermercado;Pasabocas;Galletas dulces;3990,00;Unidades
9/07/2019;2019;7;GAMESA;Supermercado;Pasabocas;Galletas dulces;3990,00;Unidades
9/07/2019;2019;7;GASTONE LAGO;Supermercado;Pasabocas;Galletas dulces;12390,00;Unidades
9/07/2019;2019;7;GRECO;Supermercado;Pasabocas;Galletas dulces;12390,00;Unidades
9/07/2019;2019;7;GRECO;Supermercado;Pasabocas;Galletas dulces;6990,00;Unidades
9/07/2019;2019;7;KURABIE;Supermercado;Pasabocas;Galletas dulces;3390,00;Unidades
9/07/2019;2019;7;GRECO;Supermercado;Pasabocas;Galletas dulces;6790,00;Unidades
9/07/2019;2019;7;HANUTA;Supermercado;Pasabocas;Galletas dulces;14390,00;Unidades
9/07/2019;2019;7;GAMESA;Supermercado;Pasabocas;Galletas dulces;3090,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;5190,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;13390,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;7190,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;6790,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;6990,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;6790,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;7190,00;Unidades
9/07/2019;2019;7;OREO;Supermercado;Pasabocas;Galletas dulces;2690,00;Unidades
9/07/2019;2019;7;PEPERO;Supermercado;Pasabocas;Galletas dulces;6390,00;Unidades
9/07/2019;2019;7;KLIPX;Supermercado;Pasabocas;Galletas dulces;9990,00;Unidades
9/07/2019;2019;7;NOEL;Supermercado;Pasabocas;Galletas dulces;7790,00;Unidades
9/07/2019;2019;7;NOEL;Supermercado;Pasabocas;Galletas dulces;2890,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dulces;6590,00;Unidades
9/07/2019;2019;7;TOSH;Supermercado;Pasabocas;Galletas dulces;6590,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;2590,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;2590,00;Unidades
9/07/2019;2019;7;COLOMBINA;Supermercado;Pasabocas;Galletas dulces;2590,00;Unidades
9/07/2019;2019;7;LOACKER;Supermercado;Pasabocas;Galletas dulces;9590,00;Unidades
9/07/2019;2019;7;ITALO;Supermercado;Pasabocas;Galletas dulces;3490,00;Unidades
9/07/2019;2019;7;QUAKER;Supermercado;Pasabocas;Galletas dulces;7190,00;Unidades
9/07/2019;2019;7;BITTY;Supermercado;Pasabocas;Galletas dulces;6290,00;Unidades
